year,Date,Aluminium,Banana,Beef,Cocoa,Coffee_Arabica,Coffee_Robusta,Copper,Cotton,Groundnuts,Iron,Lamb,Wood,Nickel,Oil,Swine,Fish,Sugar,Tea,Uranium
1980,1980M1,2054.86,401.96,136.36,3167.16,168.67,162.56,2592.63,88.72,980.08,12.15,117.23,146.08,6584.8,35.64,72.42,7.45,17.3,225.18,40
1980,1980M2,2131.01,372.19,134.55,3236.82,164.83,162,2916.71,97.21,1000.38,12.15,122.01,159.57,6978.93,35.09,65.53,7.6,22.75,233.09,38
1980,1980M3,1978.38,422.91,118,3091.1,184.38,169.89,2303.83,93.53,1009.4,12.15,119.32,155.28,6733.79,36.01,65,7.4,19.63,226.83,35
1980,1980M4,1932.46,395.9,114.51,2910.1,180.81,162.9,2074.55,90.56,1015.04,12.15,132.72,152.79,6233.37,35.09,51.86,7.43,21.25,221.81,32
1980,1980M5,1775.8,444.97,110.5,2585.8,190.54,174.06,2076.75,88.4,1035.34,12.15,142.07,162.74,6000.77,35.72,54.9,7.69,30.94,229.61,32
1980,1980M6,1668.96,342.41,113.89,2498.05,181.41,169.01,2006.2,84.14,1043.23,12.15,141.63,164.43,6294.83,35.54,62.47,8.02,30.8,235.41,31.5
1980,1980M7,1758.07,351.78,124.96,2464.77,155.67,147.94,2175.96,88.87,992.48,12.15,146.38,141.14,6622.17,34.33,84.68,8.32,27.7,222.29,31.5
1980,1980M8,1783.63,342.41,132.51,2312.21,135.99,132.05,2081.16,96.37,1060.15,12.15,140.96,134.52,6584.51,31.88,102.72,8.47,31.77,226.04,30
1980,1980M9,1655.07,352.89,129.15,2386.06,125.88,124.96,2059.11,101.12,1353.38,12.15,132.49,159.13,6655.36,31.91,101.18,8.57,34.74,209.75,28.5
1980,1980M10,1626.15,325.32,129.83,2305.37,126.09,125.49,2045.89,98.69,1917.29,12.15,134.36,105.06,6691.95,37.25,108.96,8.51,40.55,203.66,28
1980,1980M11,1503.91,379.35,133.25,2173.76,114.86,116.36,2010.61,98.03,2706.77,12.15,124.2,107.98,6452.67,40.97,112.69,8.35,37.81,223.57,28
1980,1980M12,1430.66,369.98,124.77,2109.82,121.21,118.54,1878.34,99.16,2622.18,12.15,120.62,109.44,6390.91,39.05,102.33,7.98,28.79,216.25,27
1981,1981M1,1430.83,387.62,121.73,2093.07,127.98,122.13,1876.13,99.51,2255.64,12.15,133.28,112.35,6403.77,38.69,92.77,7.75,27.78,217.38,25
1981,1981M2,1452.38,435.6,116.75,2040.82,125.11,115.48,1803.38,95.85,1691.73,12.15,134.12,109.12,6370.75,36.75,93.33,7.37,24.09,222.84,25
1981,1981M3,1442.95,459.31,113.3,2115.77,125.93,113.92,1816.61,91.72,1578.95,12.15,124.75,106.78,6292.43,36.44,76.68,7.39,21.81,221.72,25
1981,1981M4,1369.23,425.67,114.8,2109.6,128.2,112.93,1823.22,88.65,1590.23,12.15,136.17,102.29,6307.06,35.7,92.34,7.27,17.83,216.14,25
1981,1981M5,1297,449.93,112.95,1933.01,125.93,108.38,1746.06,87.51,1587.97,12.15,146.3,104.56,6352.16,33.32,85.2,7.02,15.08,208.2,25
1981,1981M6,1232.41,388.18,110.48,1660.3,111.94,85.23,1699.76,86.36,1382.71,12.15,135.45,102.43,6169.46,31.6,105.26,6.9,16.38,199.41,24.25
1981,1981M7,1175.31,329.73,109.5,2048.31,120.01,88.25,1682.12,85.27,1325.19,12.15,113.13,91.62,6150.34,31.63,102.37,6.85,16.34,186.55,23.5
1981,1981M8,1230.83,305.47,109.5,2246.95,124.09,90.39,1787.95,80.72,1233.83,12.15,101.22,88.84,5999.12,31.99,110.38,6.92,14.76,175.42,23.5
1981,1981M9,1168.91,435.04,111.5,2337.12,126.02,88.88,1706.38,77.24,1179.7,12.15,112.4,88.2,5579.06,31.77,113.59,7.21,11.65,179.87,23.5
1981,1981M10,1140.18,389.28,110.38,2172.65,136.41,98.51,1664.49,75,1103.01,12.15,120.59,92.25,5216.71,32.61,105.3,7.33,12.04,192.57,23.5
1981,1981M11,1081.85,395.9,107.53,2056.47,143.79,106.33,1651.26,72.01,1069.17,12.15,122.25,102.43,5100.25,34.05,105.35,7.5,11.97,201.11,23.5
1981,1981M12,1130.88,416.3,107.04,2104.53,141.67,104.52,1655.67,67.75,1019.55,12.15,120.07,118.31,5496.03,33.91,95.83,7.48,12.98,201.77,23.5
1982,1982M1,1113.26,425.12,108,2188.09,143.9,106.01,1613.78,69.97,1012.78,14.05,135.3,120.11,5628.9,33.81,117.35,7.33,12.9,202.76,23
1982,1982M2,1087.71,383.21,108,2087.11,155,115.63,1596.14,69.98,978.95,14.05,124.7,109.64,5716.76,29.96,126.94,7.15,13.08,207.37,23
1982,1982M3,1029.24,421.81,108,1947.78,144.83,112.83,1512.37,70.44,964.29,14.05,121.3,107.8,5653.36,28.25,124.9,7.06,11.26,194.98,22.5
1982,1982M4,996.21,476.4,109,1745.4,141.4,106.67,1521.19,71.15,945.11,14.05,116.65,105.16,5394.05,30.44,139.41,6.97,9.58,186.47,20.75
1982,1982M5,973.29,438.35,109.5,1714.97,137,102.97,1530.01,76.69,904.51,14.05,116.39,107.5,5211.84,33.22,151.54,7.09,8.11,186.91,20.5
1982,1982M6,918.85,399.76,108,1571.67,141.02,102.85,1309.54,75.64,868.42,14.05,110.6,96.34,5186.7,32.66,143.5,6.81,6.84,183.51,19.25
1982,1982M7,957.85,326.97,101,1578.29,131.11,99.57,1439.62,78.47,900,14.05,108.83,96.1,5068.58,31.49,158.28,6.61,7.8,175.73,18.25
1982,1982M8,958.86,302.71,101.7,1559.55,132.83,103.79,1450.64,76.4,868.42,14.05,104.03,95.17,4953.03,31.05,178.24,6.27,6.77,178.13,17
1982,1982M9,959.53,347.92,110,1686.09,136.73,112,1424.18,72.82,845.86,14.05,100.73,95.63,4310.3,32.88,172.53,6.15,5.77,191.34,17
1982,1982M10,951.48,299.4,112.5,1638.03,141.18,118.27,1463.87,70.21,959.77,14.05,95.88,91.88,3916.51,33.23,141.55,5.99,5.93,201.46,17.5
1982,1982M11,965.15,333.04,112.5,1541.25,137.86,123.15,1444.03,69.04,978.95,14.05,85.84,95.18,3433.66,31.48,135.52,6,6.52,197.8,19.75
1982,1982M12,987.39,342.96,112.5,1643.54,133.79,128.76,1474.89,69.26,972.18,14.05,83.54,102.77,3576.27,30.06,138.57,6.2,6.31,211.58,20.25
1983,1983M1,1076.53,338,103.6,1784.2,128.53,124.71,1574.1,71.88,947.37,12.54,81.3,100.25,3796.96,30.44,151.54,6.21,6.03,216.85,21.5
1983,1983M2,1230.46,380.3,108,1942.27,125.87,122.15,1649.06,74.32,924.81,12.54,77.5,80.01,4228.2,28.91,137.57,6.17,6.43,205.25,21.75
1983,1983M3,1301.73,406.8,113.1,1859.38,124.27,119.99,1598.35,79.11,919.17,12.54,84.73,77.38,4831.77,28.13,122.98,6.11,6.2,197.78,22.25
1983,1983M4,1363.57,479.3,115.4,1877.23,123.96,120.42,1675.51,80.22,942.86,12.54,96.64,80.4,4817.79,29.49,122.63,6.14,6.71,203.64,23.25
1983,1983M5,1453.43,554.2,115.1,2065.07,128.15,122.64,1765.9,81.96,930.45,12.54,95.87,85.17,5031.53,29.16,113.63,6.17,9.24,200.69,23.5
1983,1983M6,1465.58,504.6,111.9,2297.66,126.4,120.55,1701.97,86.01,937.22,12.54,89.55,82.27,4883.16,29.79,114.36,5.89,10.74,187.41,23.5
1983,1983M7,1520.21,503.1,111.5,2302.73,127.86,121.01,1704.17,88.44,938.35,12.54,87.61,81.71,4804.04,30.35,111.75,5.7,10.53,193.83,24
1983,1983M8,1603.67,464.1,112.5,2302.95,129.31,120.9,1640.24,90.8,1071.43,12.54,88.08,88.87,4852.76,30.55,124.82,5.46,10.56,200.44,24
1983,1983M9,1613.73,418.9,111.83,2138.04,132.56,122.1,1560.87,89.85,1466.17,12.54,88.86,92.42,4910.52,29.99,105.41,5.48,9.43,214.49,24
1983,1983M10,1566.26,411.5,111.22,2094.39,141.28,130.34,1435.21,88.11,1437.97,12.54,89.69,106.42,4674.15,29.39,92.75,5.56,9.69,260.26,23.5
1983,1983M11,1516.73,342.5,109.17,2219.61,145.55,130.38,1388.91,89.12,1285.71,12.54,88.72,108.11,4585.17,28.92,96.85,5.45,8.33,347.84,22.5
1983,1983M12,1549.34,342.4,104.74,2540.82,146.54,134.21,1415.37,89.36,1263.16,12.54,86.06,111.87,4657,28.51,101.56,5.3,7.69,361.09,22
1984,1984M1,1548.91,341.7,102.6,2621.95,143.14,134.5,1375.68,87.8,1218.05,11.31,84.5,111.87,4670.48,28.98,120.33,5.24,6.97,428.75,20.5
1984,1984M2,1491.16,416.52,106.1,2497.39,145.72,137.19,1428.59,87.44,1082.71,11.31,85.28,111.87,4639.91,29.17,103,5.39,6.63,372.07,17.5
1984,1984M3,1455.76,413.64,108,2536.19,148.21,138.88,1501.35,88.43,1099.62,11.31,88.78,126.49,4780.83,29.55,104.38,5.64,6.43,367.2,17
1984,1984M4,1370.35,414.5,112,2536.42,150.4,137.58,1532.21,88.99,1071.43,11.31,94.57,137.66,4911.41,29.53,112.11,5.67,6,353.67,17.75
1984,1984M5,1289.14,426.22,108.64,2677.51,149.94,146.28,1419.78,88.88,1026.32,11.31,94.99,140.47,4811.42,29.42,107.49,5.61,5.61,355.45,17.75
1984,1984M6,1275.03,458.89,105.83,2485.05,146.66,143.67,1364.66,83.73,1040.98,11.31,94.08,131.55,4773.23,28.99,127.21,5.54,5.52,317.71,17.5
1984,1984M7,1162.81,366.63,101.32,2216.52,143.37,138.32,1331.59,78.99,947.37,11.31,89.33,110.17,4640.18,27.9,120.13,5.22,4.54,287.61,17.5
1984,1984M8,1136.01,339.62,102.26,2213.66,145.29,140.11,1338.2,75.52,789.47,11.31,88.82,106.39,4736.07,28.19,116.49,5.09,4.05,293.13,17.5
1984,1984M9,1012.17,378.93,99.09,2311.1,140.24,142.05,1294.11,73.16,710.53,11.31,84.89,101.49,4705.64,28.35,112.6,4.95,4.1,341.72,17.5
1984,1984M10,1027.65,308.87,95.48,2257.31,136.12,135.01,1272.07,73.62,738.72,11.31,82.33,97.32,4750.29,28,99.53,4.83,4.65,361.89,16
1984,1984M11,1154.66,269,95.32,2255.11,140.25,135.47,1344.82,72.67,812.03,11.31,84.37,95.38,4748.4,27.59,112.51,4.95,4.38,343.13,15.5
1984,1984M12,1095.7,299.22,100.67,2140.47,140.64,129.13,1320.57,71.99,784.96,11.31,80.49,89.47,4858.98,26.88,121.72,4.93,3.55,325.73,15.25
1985,1985M1,1075.85,376.27,102.93,2219.61,145.58,127.9,1358.05,71.4,769.17,11.49,79.49,79.71,4947.17,26.63,126.53,4.95,3.61,315.33,15
1985,1985M2,1097.9,442.36,105,2273.4,143.73,124.67,1388.91,68.67,750,11.49,76.97,76.63,5050.79,27.56,121.76,4.93,3.69,279.72,15
1985,1985M3,1095.26,453.7,102.07,2232.4,141.27,124.02,1389.35,67.21,766.92,11.49,78.27,77.13,5211.72,27.91,120.84,5,3.83,243.02,15
1985,1985M4,1108.92,484.41,96.68,2240.78,140.66,123.25,1501.35,66.26,833.46,11.49,84.48,80.77,5489.5,27.84,110.55,5.42,3.42,219.12,14.25
1985,1985M5,1104.51,457.51,94.88,2129,141.94,121.41,1530.01,65.07,866.17,11.49,84.05,80.77,5604.14,26.66,108.58,5.47,2.82,165.59,15
1985,1985M6,1031.76,380.5,94.98,2091.74,141.16,120.54,1433,63,857.14,11.49,85.39,78.07,5553.44,26.35,131.84,5.53,2.78,164.07,15
1985,1985M7,1011.92,320.5,93.05,2209.91,134.31,107.29,1474.89,61.1,750,11.49,90.83,81.89,5090.47,26.63,119.75,5.73,3.18,156.44,11.85
1985,1985M8,1018.53,421.9,93.72,2275.39,132.93,106.81,1419.78,57,770,11.49,89.62,79.45,4907.48,27.13,105.88,5.85,4.39,158.75,15.75
1985,1985M9,985.47,361.5,93.72,2342.19,133.07,105.11,1366.86,54.2,770,11.49,83.62,76.41,4570.18,27.52,97.73,5.75,5.12,161.91,11.7
1985,1985M10,970.03,278.3,97,2363.13,140.48,112.48,1384.5,48.84,726.52,11.49,82.53,84.74,4239.48,28.29,98.48,6.03,5.01,173.46,16
1985,1985M11,950.19,275,97,2297.66,154.85,128.03,1369.07,48.12,720,11.49,83.53,93.99,4034.45,29.18,97.67,6.08,5.48,177.52,16
1985,1985M12,1038.38,284.9,101,2379.45,196.77,153.4,1391.12,48.19,720,11.49,83.92,97.37,4089.57,26.75,109.35,6.25,5.32,165.46,11.7
1986,1986M1,1119.95,329,99,2323.67,235.3,172.22,1417.57,51.82,665.22,11.36,82.64,99.64,4034.45,22.33,115.06,6.38,4.84,180.18,17
1986,1986M2,1115.54,386.4,98,2218.51,226.52,163.32,1404.34,54.51,632,11.36,82.93,105.3,3988.16,16.38,96.81,6.67,5.56,188.8,17.08
1986,1986M3,1168.45,499.9,99.4,2107.18,237.62,169.79,1444.03,52.24,616.19,11.36,89.45,93.57,4135.87,12.77,95.17,6.67,7.04,201.5,17.17
1986,1986M4,1164.04,577.6,93.62,1989.67,224.07,157.53,1433,48.5,616.36,11.36,91.3,96.09,4085.16,11.89,91.34,6.5,8.33,201.22,17.25
1986,1986M5,1164.04,387.5,93.68,1905.67,208.74,142.56,1417.57,45.42,722.73,11.36,97.44,104.18,4043.27,13.49,116.24,6.11,7.67,188.89,17.17
1986,1986M6,1183.88,345,91.54,1905.67,174.54,125.79,1413.16,41.03,720.95,11.36,108.49,94.68,4087.37,11.95,136.71,6.09,6.34,175.51,17.08
1986,1986M7,1122.15,330.7,87.44,2022.3,170.63,126.42,1344.82,37.44,841.74,11.36,105.65,95.18,3911,9.88,170.24,6.33,5.55,176.26,17
1986,1986M8,1128.77,320.8,90.64,2068,172.23,135.17,1302.93,37.03,1119.29,11.36,90.67,93.01,3807.38,13.42,168.01,6.55,5.57,190.68,17
1986,1986M9,1205.93,423.8,94.88,2206,198.36,163.8,1309.54,43.5,1108.64,11.36,94.26,85.41,3723.6,14.03,139.07,6.61,4.68,202.76,17
1986,1986M10,1161.83,374.8,95.6,2073,175.91,148.58,1316.16,51.23,1299.13,11.36,89.24,84.31,3644.24,14.01,114.08,6.63,5.39,207.32,17
1986,1986M11,1130.97,293.8,97,2024,154.63,148.67,1302.93,52.81,1066.25,11.36,88.27,97.37,3642.03,14.47,118.48,6.5,5.95,206.26,16.75
1986,1986M12,1130.97,311.4,99,1976,134.31,126.02,1331.59,59.71,860,11.36,90.51,118.73,3562.67,15.44,121.37,6.66,5.7,194.81,16.65
1987,1987M1,1170.65,421.6,99,1976,121.75,113.81,1344.82,65.68,780.45,10.94,94.9,127.46,3525.19,18.1,124.39,7.16,6.48,197.78,16.65
1987,1987M2,1283.09,461.9,103.29,1965,119.6,110.45,1380.09,65.85,617.5,10.94,96,123.95,3716.99,17.28,108.71,7.5,7.39,184.05,16.83
1987,1987M3,1369.07,449.2,105.56,2011,102.04,98.28,1463.87,63.09,566.14,10.94,99.4,121.49,3772.1,17.74,113.44,7.7,7.56,183.2,17
1987,1987M4,1399.93,350.5,108.68,2072,106.3,101.17,1483.71,65.85,555.73,10.94,99.6,132,3897.77,18.05,123.24,7.99,6.68,149.53,17
1987,1987M5,1410.96,454.7,109,2068,116.38,105.69,1518.98,76.9,565.71,10.94,101.05,126.28,4435.7,18.41,125.18,8.26,6.71,144.15,17
1987,1987M6,1472.69,382.5,105.1,1997,103.72,98.23,1571.89,79.3,580,10.94,98.63,128.82,4435.7,18.71,146.25,8.24,6.44,134.05,16.9
1987,1987M7,1653.47,435.4,105.76,2127.1,98.56,92.5,1693.15,83.24,580,10.94,95.99,133.81,4753.16,19.62,156.72,8.25,6.1,153.25,16.75
1987,1987M8,1809.99,338.4,104,2022,100.9,94.8,1754.88,86.6,580,10.94,93,161.54,5306.52,18.88,149.76,8.26,5.62,158.35,17
1987,1987M9,1746.06,354.4,113.7,1988,110,99.48,1809.99,83.61,580,10.94,97.02,228.72,5332.98,18.32,111.19,8.32,5.82,160.21,16.65
1987,1987M10,1962.11,270.1,114,1913,118.26,103.83,1966.52,76.19,580,10.94,95.11,233.92,5692.33,18.63,94.22,8.23,6.65,184.91,16.65
1987,1987M11,1679.92,410.1,116.04,1938,124.77,105.76,2519.88,75.83,580,10.94,101,251.57,5937.04,17.87,87.04,8.37,7.33,192.41,16.75
1987,1987M12,1823.22,388,113.97,1896,125.22,104.05,2866.01,75.08,580,10.94,109.67,240,7661.05,16.77,79.8,8.43,8.3,207.03,16.65
1988,1988M1,2001.79,448.1,113,1973,126.38,103.19,2660.98,72.19,614.29,10.51,112.7,204.25,8073.32,16.5,96.25,8.47,9.67,212.32,16.45
1988,1988M2,2138.48,485.6,118.57,1799,137.14,104.09,2328.08,67.49,645.95,10.51,109.93,155.81,8666.36,15.9,91.25,7.53,8.43,193.7,16.3
1988,1988M3,2526.49,525.8,117.5,1685,134.74,99.82,2358.94,66.34,645,10.51,115.1,158.11,15496.27,14.86,85.71,7.63,8.52,191.66,15.9
1988,1988M4,2508.86,482.3,113,1649,134.3,96.6,2283.99,65.75,595,10.51,117.2,172.59,18011.75,16.42,81.88,7.79,8.54,184.29,15.9
1988,1988M5,2987.26,558.3,110,1698,136.39,94.94,2442.72,65.58,595,10.51,115.62,172.82,17024.08,16.36,87.78,7.62,8.9,170.76,15.4
1988,1988M6,3578.1,595.2,109.9,1624,141.83,94.15,2539.72,68.78,595,10.51,110.12,163.94,15588.87,15.49,84.53,7.73,10.57,166.29,15.1
1988,1988M7,2581.61,416.7,110.8,1610,139.24,85.39,2213.44,63.43,744.76,10.51,104.9,156.64,14592.38,14.47,75.57,7.59,14.02,146.2,15.1
1988,1988M8,2700.66,358.3,113.9,1448,128.89,81.58,2200.21,58.41,646.09,10.51,103,150.6,14186.73,14.57,70.94,6.87,11.18,148.12,14.75
1988,1988M9,2387.6,534.6,113.9,1239,134.83,89.98,2433.9,56.74,650,10.51,102.2,152.37,11878.49,13.22,62.81,6.64,10.16,164.59,14.15
1988,1988M10,2308.24,420.5,116.5,1304,130.43,95.24,2936.55,57.64,637.14,10.51,104.66,168.52,11556.62,12.23,65.06,6.96,10.28,181.34,13.2
1988,1988M11,2380.99,410.6,116.5,1473,132.09,94.13,3302.52,58.61,636.82,10.51,108.3,176.49,13342.36,12.53,62.86,6.57,10.84,192.64,12.3
1988,1988M12,2458.15,501.6,116.5,1503,144.95,102.17,3496.53,61.26,684.09,10.51,109.74,174.41,16920.46,14.68,65.87,6.24,11.22,195.76,12
1989,1989M1,2398.63,427.1,110.51,1435,149.5,102.83,3392.91,63.13,752.95,12.03,105.5,169.47,17725.14,16.45,68.12,6.2,9.8,193.03,11.6
1989,1989M2,2175.6,492.7,112.91,1483.89,137.57,96.55,3095.29,62.96,774.25,12.03,104.53,168.76,18582.47,16.52,58.62,6.19,10.54,181.69,11.35
1989,1989M3,2074.55,700,110.66,1413,139.38,95.61,3262.84,66.02,767.83,12.03,102.9,165.4,17156.35,18.1,57.06,5.99,11.5,178,11.2
1989,1989M4,2125.8,720.9,110.94,1290,143.06,91.73,3117.33,73.75,775.75,12.03,108.39,163.25,15261.5,19.39,47.69,5.93,12.16,171.83,10.2
1989,1989M5,2259,658.6,110.22,1205,138.65,92,2738.14,77.34,795.65,12.03,105.86,155.85,13454,18.22,54.94,5.58,11.98,169.1,9.85
1989,1989M6,1914,526.9,110.48,1252,123.21,84.55,2544.13,78.86,864.55,12.03,102.1,172.45,12143,17.8,58.21,5.33,12.61,176.81,9.8
1989,1989M7,1756,448.1,113.07,1351.49,85.91,65.78,2503.79,83.01,839.52,12.03,106.56,176.21,12275,17.67,57.08,5.03,14.01,193.73,9.8
1989,1989M8,1798,510.4,115.58,1292,77.4,59.35,2760.18,82.97,739.78,12.03,105,175.72,12910,16.87,53.64,4.81,14.05,184,9.6
1989,1989M9,1718,517,120.09,1140,77.84,60.66,2883.64,81.45,747.14,12.03,104.45,168.47,11222,17.69,64.98,4.81,14.13,214.74,9.6
1989,1989M10,1820,551.2,124.5,1064,67.76,53.83,2859.39,82.1,777.27,12.03,106.79,167.11,10425,18.41,70.37,4.92,14.44,261.53,9.4
1989,1989M11,1736,512.6,128.1,1010,70.72,53.23,2590.43,82.13,798.18,12.03,103.34,165.26,9793,18.38,96.26,4.89,15.02,235.31,9.3
1989,1989M12,1633,496,130.5,970,72.55,52.15,2418.47,77.62,829.52,12.03,108.33,160.1,8809,19.37,80.19,4.83,13.43,254.33,9
1990,1990M1,1528,589.7,126.31,995,75.83,50.52,2365.56,75.2,864.35,14.05,111.9,156.04,7056,20.59,93.15,5.2,14.2,252.93,9
1990,1990M2,1454,644.9,111.46,1022,84.01,51.3,2358.94,75.96,823.75,14.05,116.17,153.1,6977,19.68,80,5.65,14.65,211.29,8.8
1990,1990M3,1567,538.5,112.67,1131,93.96,57.68,2625.7,78.9,795.91,14.05,114.08,145.55,9267,18.12,79.91,5.61,15.31,192.6,8.8
1990,1990M4,1526,584.2,112.13,1336,93.73,57.39,2685.23,82.87,761.43,14.05,121.11,145.14,8939,16.32,99.64,5.63,15.24,194.81,8.65
1990,1990M5,1527,494.4,112.49,1443,92.02,55.03,2740.34,85.6,768.48,14.05,122.52,155.67,8698,16.21,115.68,5.8,14.62,187.02,9.35
1990,1990M6,1566,529.1,113.58,1330,88.26,52.38,2583.81,90.18,767.38,14.05,123.41,163.59,8422,14.93,121.46,5.67,12.97,181.49,11
1990,1990M7,1571,625.6,116.07,1346,86.48,51.47,2769,91.79,778.18,14.05,125.57,170.92,9318,16.81,96.19,5.74,12,189.79,11.6
1990,1990M8,1782,546.4,120.39,1284,94.42,55.1,2956.4,81.28,963.04,14.05,125.38,170.64,10957,26.54,93.97,5.92,10.93,174.55,11.45
1990,1990M9,2067,523.6,122.33,1371,94.92,57.09,3040.17,81.28,1252.5,14.05,124.07,170.65,10844,33.62,95.68,6.29,11.02,185.25,10.5
1990,1990M10,1946,490.7,117.26,1309,91.41,58.05,2742.55,81.36,1780.43,14.05,125.46,174.52,9145,34.85,113.63,6.35,9.39,220.2,8.5
1990,1990M11,1618,427.1,114.95,1352,84.84,56.79,2583.81,82.43,1743.18,14.05,123.73,161.48,8587,31.54,110.74,6.46,10.06,228.6,9.5
1990,1990M12,1522,496,115.56,1297,89.89,57.04,2484.61,83.86,1488.1,14.05,120.32,156.07,8158,26.61,106.5,6.5,9.74,219.95,9.7
1991,1991M1,1515,596.69,117.62,1242,86.32,53.92,2447.13,83.71,1319.57,15.03,119.23,155.69,8569,22.81,120.18,6.34,8.8,236.19,9.1
1991,1991M2,1505,693.77,123.96,1215,89.57,52.46,2447.13,84.88,1668.75,15.03,120.89,159.74,8672,18.53,106.67,6.41,8.51,200.35,9.5
1991,1991M3,1496,837.23,117.56,1211,93.72,52.13,2409.65,84.23,1700,15.03,111,151.92,8700,18.21,109.88,5.78,9.14,184.74,9.4
1991,1991M4,1392,779.13,118.44,1144,92.27,52.38,2471.38,83.43,1543.18,15.03,103.59,163.83,9023,18.49,107.66,5.37,8.51,182.04,9
1991,1991M5,1299.95,632.63,119.11,1063.4,87.59,48.25,2340.42,84.17,982.61,15.03,103.98,162.71,8499.61,18.72,106.93,5.05,7.59,173.49,9.2
1991,1991M6,1283.55,633.83,122.64,1041.48,85.5,47.1,2218.07,83.84,1000,15.03,100.1,192.81,8296.5,17.78,104.81,4.6,9.2,163.71,9
1991,1991M7,1297.55,401.9,121.87,996.86,82.81,46.44,2231.26,81.02,938.04,15.03,96.75,195.3,8515.2,19.02,92.26,4.5,10.32,152.35,8.55
1991,1991M8,1259.69,478.5,119.81,1136.35,81.62,46.61,2236.19,73.47,826.14,15.03,99.28,201.82,8154.75,19.3,77.79,4.71,9.59,162.12,8.25
1991,1991M9,1212.1,366.86,124.5,1273.32,87.45,48.11,2318.58,70.33,750,15.03,99.89,200.27,7675.95,19.95,73.21,5.23,9.3,174.29,7.25
1991,1991M10,1152.95,448.11,123.4,1304.4,79.86,47.48,2360.65,67.94,740.43,15.03,96.52,206.19,7453.86,21.56,59.99,5.18,9.13,185.85,7.25
1991,1991M11,1134.93,440.92,122.83,1316.94,78.52,51.69,2375.66,64.1,714.76,15.03,100.22,181.51,7258.5,20.41,55.73,5.59,8.63,197.07,7.5
